20:34:44:302	Application Starting
20:34:46:406	Upload Task starting
20:34:46:417	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Release\Data/backup.csv
20:34:47:495	Upload Task event uploaded for counterdevice_aus
20:34:57:254	Upload Task event uploaded for counterddevice_aus
20:35:01:311	Upload Task event uploaded for counterdevice_aus
20:35:10:381	Upload Task event uploaded for counterddevice_aus
20:35:14:394	Upload Task event uploaded for counterdevice_aus
20:35:23:439	Upload Task event uploaded for counterddevice_aus
20:35:27:460	Upload Task event uploaded for counterdevice_aus
20:35:36:536	Upload Task event uploaded for counterddevice_aus
20:35:40:572	Upload Task event uploaded for counterdevice_aus
20:35:49:617	Upload Task event uploaded for counterddevice_aus
20:35:53:628	Upload Task event uploaded for counterdevice_aus
20:36:02:670	Upload Task event uploaded for counterddevice_aus
20:36:06:685	Upload Task event uploaded for counterdevice_aus
20:36:15:740	Upload Task event uploaded for counterddevice_aus
20:36:19:796	Upload Task event uploaded for counterdevice_aus
20:36:28:878	Upload Task event uploaded for counterddevice_aus
20:36:32:901	Upload Task event uploaded for counterdevice_aus
20:36:41:948	Upload Task event uploaded for counterddevice_aus
20:36:45:962	Upload Task event uploaded for counterdevice_aus
20:36:55:030	Upload Task event uploaded for counterddevice_aus
20:36:59:076	Upload Task event uploaded for counterdevice_aus
