22:11:44:037	Application Starting
22:12:06:842	Upload Task starting
22:12:06:850	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Release\Data/backup.csv
22:12:07:911	Upload Task event uploaded for counterdevice_aus
22:12:17:706	Upload Task event uploaded for counterddevice_aus
22:12:21:727	Upload Task event uploaded for counterdevice_aus
22:12:30:762	Upload Task event uploaded for counterddevice_aus
22:12:34:803	Upload Task event uploaded for counterdevice_aus
22:12:43:846	Upload Task event uploaded for counterddevice_aus
22:12:47:889	Upload Task event uploaded for counterdevice_aus
22:12:57:030	Upload Task event uploaded for counterddevice_aus
22:13:01:059	Upload Task event uploaded for counterdevice_aus
22:13:10:105	Upload Task event uploaded for counterddevice_aus
22:13:14:229	Upload Task event uploaded for counterdevice_aus
22:13:23:273	Upload Task event uploaded for counterddevice_aus
22:13:27:287	Upload Task event uploaded for counterdevice_aus
22:13:36:348	Upload Task event uploaded for counterddevice_aus
22:13:40:372	Upload Task event uploaded for counterdevice_aus
22:13:49:417	Upload Task event uploaded for counterddevice_aus
22:13:53:434	Upload Task event uploaded for counterdevice_aus
22:14:02:484	Upload Task event uploaded for counterddevice_aus
22:14:06:505	Upload Task event uploaded for counterdevice_aus
22:14:15:566	Upload Task event uploaded for counterddevice_aus
22:14:19:579	Upload Task event uploaded for counterdevice_aus
22:14:28:617	Upload Task event uploaded for counterddevice_aus
22:14:32:632	Upload Task event uploaded for counterdevice_aus
22:14:41:685	Upload Task event uploaded for counterddevice_aus
22:14:45:699	Upload Task event uploaded for counterdevice_aus
22:14:54:730	Upload Task event uploaded for counterddevice_aus
22:14:58:757	Upload Task event uploaded for counterdevice_aus
22:15:07:814	Upload Task event uploaded for counterddevice_aus
22:15:11:856	Upload Task event uploaded for counterdevice_aus
22:15:20:897	Upload Task event uploaded for counterddevice_aus
22:15:24:912	Upload Task event uploaded for counterdevice_aus
22:15:33:946	Upload Task event uploaded for counterddevice_aus
22:15:37:961	Upload Task event uploaded for counterdevice_aus
22:15:47:005	Upload Task event uploaded for counterddevice_aus
22:15:51:031	Upload Task event uploaded for counterdevice_aus
22:16:00:075	Upload Task event uploaded for counterddevice_aus
22:16:04:115	Upload Task event uploaded for counterdevice_aus
22:16:13:182	Upload Task event uploaded for counterddevice_aus
22:16:17:205	Upload Task event uploaded for counterdevice_aus
22:16:26:266	Upload Task event uploaded for counterddevice_aus
22:16:30:293	Upload Task event uploaded for counterdevice_aus
22:16:39:366	Upload Task event uploaded for counterddevice_aus
22:16:43:383	Upload Task event uploaded for counterdevice_aus
22:16:52:422	Upload Task event uploaded for counterddevice_aus
22:16:56:435	Upload Task event uploaded for counterdevice_aus
22:17:05:484	Upload Task event uploaded for counterddevice_aus
22:17:09:497	Upload Task event uploaded for counterdevice_aus
22:17:18:540	Upload Task event uploaded for counterddevice_aus
22:17:22:571	Upload Task event uploaded for counterdevice_aus
22:17:31:602	Upload Task event uploaded for counterddevice_aus
22:17:35:626	Upload Task event uploaded for counterdevice_aus
22:17:44:683	Upload Task event uploaded for counterddevice_aus
22:17:48:699	Upload Task event uploaded for counterdevice_aus
22:17:57:727	Upload Task event uploaded for counterddevice_aus
22:18:01:742	Upload Task event uploaded for counterdevice_aus
22:18:10:789	Upload Task event uploaded for counterddevice_aus
22:18:14:813	Upload Task event uploaded for counterdevice_aus
22:18:23:850	Upload Task event uploaded for counterddevice_aus
22:18:27:893	Upload Task event uploaded for counterdevice_aus
22:18:36:982	Upload Task event uploaded for counterddevice_aus
22:18:41:016	Upload Task event uploaded for counterdevice_aus
22:18:50:124	Upload Task event uploaded for counterddevice_aus
22:18:54:166	Upload Task event uploaded for counterdevice_aus
22:19:03:195	Upload Task event uploaded for counterddevice_aus
22:19:07:210	Upload Task event uploaded for counterdevice_aus
22:19:16:274	Upload Task event uploaded for counterddevice_aus
22:19:20:291	Upload Task event uploaded for counterdevice_aus
22:19:29:334	Upload Task event uploaded for counterddevice_aus
22:19:33:356	Upload Task event uploaded for counterdevice_aus
22:19:42:401	Upload Task event uploaded for counterddevice_aus
22:19:46:467	Upload Task event uploaded for counterdevice_aus
22:19:55:510	Upload Task event uploaded for counterddevice_aus
22:19:59:524	Upload Task event uploaded for counterdevice_aus
22:20:08:606	Upload Task event uploaded for counterddevice_aus
22:20:12:623	Upload Task event uploaded for counterdevice_aus
22:20:21:677	Upload Task event uploaded for counterddevice_aus
22:20:25:723	Upload Task event uploaded for counterdevice_aus
22:20:34:812	Upload Task event uploaded for counterddevice_aus
22:20:38:829	Upload Task event uploaded for counterdevice_aus
22:20:47:882	Upload Task event uploaded for counterddevice_aus
22:20:51:913	Upload Task event uploaded for counterdevice_aus
22:21:01:008	Upload Task event uploaded for counterddevice_aus
22:21:05:027	Upload Task event uploaded for counterdevice_aus
22:21:14:094	Upload Task event uploaded for counterddevice_aus
22:21:18:111	Upload Task event uploaded for counterdevice_aus
22:21:27:148	Upload Task event uploaded for counterddevice_aus
22:21:31:158	Upload Task event uploaded for counterdevice_aus
22:21:40:240	Upload Task event uploaded for counterddevice_aus
22:21:44:283	Upload Task event uploaded for counterdevice_aus
22:21:53:320	Upload Task event uploaded for counterddevice_aus
22:21:57:437	Upload Task event uploaded for counterdevice_aus
22:22:06:466	Upload Task event uploaded for counterddevice_aus
22:22:10:480	Upload Task event uploaded for counterdevice_aus
22:22:19:601	Upload Task event uploaded for counterddevice_aus
22:22:23:616	Upload Task event uploaded for counterdevice_aus
22:22:32:676	Upload Task event uploaded for counterddevice_aus
22:22:36:703	Upload Task event uploaded for counterdevice_aus
22:22:45:798	Upload Task event uploaded for counterddevice_aus
22:22:49:818	Upload Task event uploaded for counterdevice_aus
22:22:58:881	Upload Task event uploaded for counterddevice_aus
22:23:02:915	Upload Task event uploaded for counterdevice_aus
