09:27:20:012	Application Starting
09:27:25:608	Upload Task starting
09:27:25:631	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Release\Data/aircraftdemo_input_v4.csv
09:27:26:887	Upload Task event uploaded for counter1
09:27:41:296	Upload Task event uploaded for counter2
09:27:44:418	Upload Task event uploaded for counter1
09:27:47:565	Upload Task event uploaded for counter2
09:27:50:621	Upload Task event uploaded for counter34
09:27:53:845	Upload Task event uploaded for counter1
09:27:56:912	Upload Task event uploaded for counter2
09:27:59:986	Upload Task event uploaded for counter34
09:28:03:163	Upload Task event uploaded for counter95
09:28:06:359	Upload Task event uploaded for counter1
09:28:09:541	Upload Task event uploaded for counter2
09:28:13:069	Upload Task event uploaded for counter4
09:28:17:701	Upload Task event uploaded for counter34
09:28:20:735	Upload Task event uploaded for counter51
09:28:23:886	Upload Task event uploaded for counter55
09:28:26:968	Upload Task event uploaded for counter95
09:28:30:312	Upload Task event uploaded for counter1
09:28:33:743	Upload Task event uploaded for counter2
09:28:37:094	Upload Task event uploaded for counter4
09:28:41:806	Upload Task event uploaded for counter34
09:28:45:037	Upload Task event uploaded for counter45
09:28:48:198	Upload Task event uploaded for counter51
09:28:52:483	Upload Task event uploaded for counter55
09:28:55:963	Upload Task event uploaded for counter93
09:29:00:318	Upload Task event uploaded for counter94
09:29:04:924	Upload Task event uploaded for counter95
09:29:08:514	Upload Task event uploaded for counter1
09:29:11:702	Upload Task event uploaded for counter2
09:29:14:844	Upload Task event uploaded for counter4
09:29:17:930	Upload Task event uploaded for counter34
09:29:21:074	Upload Task event uploaded for counter45
09:29:24:210	Upload Task event uploaded for counter51
09:29:27:356	Upload Task event uploaded for counter55
09:29:30:612	Upload Task event uploaded for counter93
09:29:33:665	Upload Task event uploaded for counter94
09:29:36:738	Upload Task event uploaded for counter95
09:29:40:271	Upload Task event uploaded for counter1
09:29:44:705	Upload Task event uploaded for counter2
09:29:48:939	Upload Task event uploaded for counter4
09:29:52:604	Upload Task event uploaded for counter34
09:29:55:790	Upload Task event uploaded for counter45
09:29:59:055	Upload Task event uploaded for counter51
09:30:02:562	Upload Task event uploaded for counter55
09:30:05:863	Upload Task event uploaded for counter93
09:30:08:968	Upload Task event uploaded for counter94
09:30:12:450	Upload Task event uploaded for counter95
09:30:15:690	Upload Task event uploaded for counter1
09:30:19:062	Upload Task event uploaded for counter2
09:30:22:806	Upload Task event uploaded for counter4
09:30:25:953	Upload Task event uploaded for counter23
09:30:29:180	Upload Task event uploaded for counter34
09:30:32:247	Upload Task event uploaded for counter41
09:30:35:380	Upload Task event uploaded for counter45
09:30:39:104	Upload Task event uploaded for counter51
09:30:42:352	Upload Task event uploaded for counter55
09:30:45:470	Upload Task event uploaded for counter62
09:30:48:566	Upload Task event uploaded for counter93
09:30:51:657	Upload Task event uploaded for counter94
09:30:55:062	Upload Task event uploaded for counter95
09:30:58:120	Upload Task event uploaded for counter1
09:31:01:147	Upload Task event uploaded for counter2
09:31:04:329	Upload Task event uploaded for counter4
09:31:07:909	Upload Task event uploaded for counter23
09:31:10:958	Upload Task event uploaded for counter34
09:31:14:155	Upload Task event uploaded for counter41
09:31:17:466	Upload Task event uploaded for counter45
09:31:20:601	Upload Task event uploaded for counter51
09:31:23:635	Upload Task event uploaded for counter55
09:31:26:765	Upload Task event uploaded for counter62
09:31:29:802	Upload Task event uploaded for counter79
09:31:33:128	Upload Task event uploaded for counter93
09:31:36:284	Upload Task event uploaded for counter94
09:31:39:322	Upload Task event uploaded for counter95
09:31:42:740	Upload Task event uploaded for counter1
09:31:45:925	Upload Task event uploaded for counter2
09:31:49:045	Upload Task event uploaded for counter4
09:31:52:161	Upload Task event uploaded for counter23
09:31:55:376	Upload Task event uploaded for counter34
09:31:58:688	Upload Task event uploaded for counter41
09:32:01:883	Upload Task event uploaded for counter45
09:32:04:916	Upload Task event uploaded for counter51
09:32:07:975	Upload Task event uploaded for counter55
09:32:11:093	Upload Task event uploaded for counter62
09:32:14:197	Upload Task event uploaded for counter79
09:32:17:263	Upload Task event uploaded for counter84
09:32:20:349	Upload Task event uploaded for counter93
09:32:23:435	Upload Task event uploaded for counter94
09:32:26:872	Upload Task event uploaded for counter95
09:32:30:079	Upload Task event uploaded for counter1
09:32:33:107	Upload Task event uploaded for counter2
09:32:36:213	Upload Task event uploaded for counter4
09:32:39:505	Upload Task event uploaded for counter23
09:32:43:181	Upload Task event uploaded for counter34
09:32:46:620	Upload Task event uploaded for counter41
09:32:49:757	Upload Task event uploaded for counter45
09:32:53:095	Upload Task event uploaded for counter51
09:32:56:157	Upload Task event uploaded for counter55
09:32:59:540	Upload Task event uploaded for counter62
09:33:02:669	Upload Task event uploaded for counter79
09:33:06:007	Upload Task event uploaded for counter84
09:33:09:336	Upload Task event uploaded for counter93
09:33:12:457	Upload Task event uploaded for counter94
09:33:15:508	Upload Task event uploaded for counter95
09:33:18:637	Upload Task event uploaded for counter1
09:33:21:764	Upload Task event uploaded for counter2
09:33:24:800	Upload Task event uploaded for counter4
09:33:27:949	Upload Task event uploaded for counter23
09:33:30:987	Upload Task event uploaded for counter34
09:33:34:132	Upload Task event uploaded for counter41
09:33:37:557	Upload Task event uploaded for counter45
09:33:40:666	Upload Task event uploaded for counter47
09:33:43:705	Upload Task event uploaded for counter51
09:33:46:936	Upload Task event uploaded for counter55
09:33:49:979	Upload Task event uploaded for counter59
09:33:53:014	Upload Task event uploaded for counter62
09:33:56:127	Upload Task event uploaded for counter79
09:34:01:354	Upload Task event uploaded for counter84
09:34:04:909	Upload Task event uploaded for counter93
09:34:08:004	Upload Task event uploaded for counter94
09:34:11:525	Upload Task event uploaded for counter95
09:34:14:656	Upload Task event uploaded for counter1
09:34:17:749	Upload Task event uploaded for counter2
09:34:20:839	Upload Task event uploaded for counter4
09:34:23:909	Upload Task event uploaded for counter23
09:34:26:982	Upload Task event uploaded for counter34
09:34:30:094	Upload Task event uploaded for counter41
09:34:33:237	Upload Task event uploaded for counter45
09:34:41:558	Upload Task event uploaded for counter47
09:34:54:083	Upload Task event uploaded for counter51
09:35:06:235	Upload Task event uploaded for counter55
09:35:11:283	Upload Task event uploaded for counter56
09:35:14:956	Upload Task event uploaded for counter59
09:35:18:146	Upload Task event uploaded for counter62
09:35:21:269	Upload Task event uploaded for counter79
09:35:24:351	Upload Task event uploaded for counter84
09:35:27:393	Upload Task event uploaded for counter93
09:35:30:439	Upload Task event uploaded for counter94
09:35:33:507	Upload Task event uploaded for counter95
09:35:36:543	Upload Task event uploaded for counter1
09:35:39:690	Upload Task event uploaded for counter2
09:35:42:727	Upload Task event uploaded for counter23
09:35:45:764	Upload Task event uploaded for counter34
09:35:48:793	Upload Task event uploaded for counter41
09:35:51:865	Upload Task event uploaded for counter45
09:35:54:957	Upload Task event uploaded for counter47
09:35:58:199	Upload Task event uploaded for counter51
09:36:01:279	Upload Task event uploaded for counter55
09:36:04:323	Upload Task event uploaded for counter56
09:36:07:436	Upload Task event uploaded for counter59
09:36:10:521	Upload Task event uploaded for counter62
09:36:13:605	Upload Task event uploaded for counter79
09:36:16:799	Upload Task event uploaded for counter84
09:36:19:831	Upload Task event uploaded for counter93
09:36:22:884	Upload Task event uploaded for counter94
09:36:26:011	Upload Task event uploaded for counter95
09:36:29:126	Upload Task event uploaded for counter1
09:36:32:305	Upload Task event uploaded for counter2
09:36:35:385	Upload Task event uploaded for counter4
09:36:38:718	Upload Task event uploaded for counter23
09:36:41:955	Upload Task event uploaded for counter34
09:36:45:014	Upload Task event uploaded for counter41
09:36:48:035	Upload Task event uploaded for counter45
09:36:51:096	Upload Task event uploaded for counter47
09:36:54:134	Upload Task event uploaded for counter51
09:36:57:252	Upload Task event uploaded for counter55
09:37:00:283	Upload Task event uploaded for counter56
09:37:03:331	Upload Task event uploaded for counter59
09:37:06:372	Upload Task event uploaded for counter62
09:37:09:412	Upload Task event uploaded for counter79
09:37:12:447	Upload Task event uploaded for counter84
09:37:15:477	Upload Task event uploaded for counter93
09:37:18:610	Upload Task event uploaded for counter94
09:37:21:636	Upload Task event uploaded for counter95
09:37:24:681	Upload Task event uploaded for counter1
09:37:27:745	Upload Task event uploaded for counter2
09:37:30:854	Upload Task event uploaded for counter4
09:37:34:002	Upload Task event uploaded for counter15
09:37:37:042	Upload Task event uploaded for counter23
09:37:40:076	Upload Task event uploaded for counter34
09:37:43:107	Upload Task event uploaded for counter41
09:37:46:160	Upload Task event uploaded for counter45
09:37:49:218	Upload Task event uploaded for counter47
09:37:52:277	Upload Task event uploaded for counter51
09:37:55:386	Upload Task event uploaded for counter55
09:37:58:458	Upload Task event uploaded for counter56
09:38:01:483	Upload Task event uploaded for counter58
09:38:04:520	Upload Task event uploaded for counter59
09:38:07:655	Upload Task event uploaded for counter62
09:38:10:786	Upload Task event uploaded for counter84
09:38:13:823	Upload Task event uploaded for counter92
09:38:16:881	Upload Task event uploaded for counter93
09:38:19:977	Upload Task event uploaded for counter94
09:38:23:056	Upload Task event uploaded for counter95
09:38:26:768	Upload Task event uploaded for counter1
09:38:29:795	Upload Task event uploaded for counter2
09:38:32:837	Upload Task event uploaded for counter4
09:38:35:869	Upload Task event uploaded for counter15
09:38:38:946	Upload Task event uploaded for counter23
09:38:41:998	Upload Task event uploaded for counter34
09:38:45:107	Upload Task event uploaded for counter41
09:38:48:134	Upload Task event uploaded for counter45
