15:15:19:451	Application Starting
15:15:26:478	Upload Task starting
15:15:26:487	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Release\Data/backup.csv
15:15:27:637	Upload Task event uploaded for counterdevice_aus
15:15:37:808	Upload Task event uploaded for counterddevice_aus
15:15:42:071	Upload Task event uploaded for counterdevice_aus
15:15:51:196	Upload Task event uploaded for counterddevice_aus
15:15:55:233	Upload Task event uploaded for counterdevice_aus
15:16:04:627	Upload Task event uploaded for counterddevice_aus
15:16:08:642	Upload Task event uploaded for counterdevice_aus
15:16:17:705	Upload Task event uploaded for counterddevice_aus
15:16:21:751	Upload Task event uploaded for counterdevice_aus
15:16:30:827	Upload Task event uploaded for counterddevice_aus
15:16:34:851	Upload Task event uploaded for counterdevice_aus
15:16:43:897	Upload Task cancellation request
15:16:43:905	Upload Task completed
