15:16:40:156	Application Starting
15:16:44:499	Upload Task starting
15:16:44:505	Data File: C:\RaviTella\Source\Repos\SimulatorLight\bin\Release\Data/skype1.csv
15:16:45:656	Upload Task event uploaded for counter2019-05-30 14:01:58.777
15:16:49:290	Upload Task event uploaded for counter2019-04-01 21:24:26.180
15:16:52:305	Upload Task event uploaded for counter2019-05-28 13:45:20.997
15:16:55:338	Upload Task event uploaded for counter2019-05-02 17:59:22.357
15:16:59:350	Upload Task event uploaded for counter2019-05-30 14:01:58.777
15:17:02:362	Upload Task event uploaded for counter2019-04-01 21:24:26.180
15:17:05:414	Upload Task event uploaded for counter2019-05-28 13:45:20.997
15:17:08:426	Upload Task event uploaded for counter2019-05-02 17:59:22.357
15:17:12:449	Upload Task event uploaded for counter2019-05-30 14:01:58.777
15:17:15:460	Upload Task event uploaded for counter2019-04-01 21:24:26.180
15:17:18:470	Upload Task event uploaded for counter2019-05-28 13:45:20.997
15:17:21:486	Upload Task event uploaded for counter2019-05-02 17:59:22.357
15:17:25:511	Upload Task event uploaded for counter2019-05-30 14:01:58.777
15:17:28:520	Upload Task event uploaded for counter2019-04-01 21:24:26.180
15:17:31:539	Upload Task event uploaded for counter2019-05-28 13:45:20.997
15:17:34:587	Upload Task event uploaded for counter2019-05-02 17:59:22.357
15:17:38:607	Upload Task event uploaded for counter2019-05-30 14:01:58.777
15:17:41:617	Upload Task event uploaded for counter2019-04-01 21:24:26.180
15:17:44:640	Upload Task event uploaded for counter2019-05-28 13:45:20.997
15:17:47:680	Upload Task event uploaded for counter2019-05-02 17:59:22.357
15:17:51:693	Upload Task event uploaded for counter2019-05-30 14:01:58.777
15:17:54:718	Upload Task event uploaded for counter2019-04-01 21:24:26.180
15:17:57:728	Upload Task event uploaded for counter2019-05-28 13:45:20.997
15:18:00:737	Upload Task event uploaded for counter2019-05-02 17:59:22.357
15:18:04:759	Upload Task event uploaded for counter2019-05-30 14:01:58.777
15:18:07:771	Upload Task event uploaded for counter2019-04-01 21:24:26.180
15:18:10:789	Upload Task event uploaded for counter2019-05-28 13:45:20.997
15:18:13:812	Upload Task event uploaded for counter2019-05-02 17:59:22.357
15:18:17:859	Upload Task event uploaded for counter2019-05-30 14:01:58.777
15:18:20:869	Upload Task event uploaded for counter2019-04-01 21:24:26.180
15:18:23:888	Upload Task event uploaded for counter2019-05-28 13:45:20.997
15:18:26:923	Upload Task event uploaded for counter2019-05-02 17:59:22.357
15:18:30:932	Upload Task event uploaded for counter2019-05-30 14:01:58.777
15:18:33:941	Upload Task event uploaded for counter2019-04-01 21:24:26.180
15:18:36:958	Upload Task event uploaded for counter2019-05-28 13:45:20.997
15:18:39:982	Upload Task event uploaded for counter2019-05-02 17:59:22.357
15:18:43:995	Upload Task event uploaded for counter2019-05-30 14:01:58.777
15:18:47:005	Upload Task event uploaded for counter2019-04-01 21:24:26.180
15:18:50:013	Upload Task event uploaded for counter2019-05-28 13:45:20.997
15:18:53:037	Upload Task event uploaded for counter2019-05-02 17:59:22.357
15:18:57:051	Upload Task event uploaded for counter2019-05-30 14:01:58.777
15:19:00:063	Upload Task event uploaded for counter2019-04-01 21:24:26.180
15:19:03:071	Upload Task event uploaded for counter2019-05-28 13:45:20.997
15:19:06:089	Upload Task event uploaded for counter2019-05-02 17:59:22.357
15:19:10:111	Upload Task event uploaded for counter2019-05-30 14:01:58.777
15:19:13:134	Upload Task event uploaded for counter2019-04-01 21:24:26.180
15:19:16:146	Upload Task event uploaded for counter2019-05-28 13:45:20.997
15:19:19:176	Upload Task event uploaded for counter2019-05-02 17:59:22.357
