09:42:52:681	Application Starting
09:42:57:055	Upload Task starting
09:42:57:083	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Release\Data/aircraftdemo_input_v4.csv
09:42:58:352	Upload Task event uploaded for counter1
09:43:16:653	Upload Task event uploaded for counter2
09:43:19:686	Upload Task event uploaded for counter1
09:43:22:720	Upload Task event uploaded for counter2
09:43:25:840	Upload Task event uploaded for counter34
09:43:28:958	Upload Task event uploaded for counter1
09:43:32:060	Upload Task event uploaded for counter2
09:43:35:205	Upload Task event uploaded for counter34
09:43:38:264	Upload Task event uploaded for counter95
09:43:41:341	Upload Task event uploaded for counter1
09:43:44:386	Upload Task event uploaded for counter2
09:43:47:524	Upload Task event uploaded for counter4
09:43:50:795	Upload Task event uploaded for counter34
09:43:53:845	Upload Task event uploaded for counter51
09:43:56:880	Upload Task event uploaded for counter55
09:43:59:985	Upload Task event uploaded for counter95
09:44:03:281	Upload Task event uploaded for counter1
09:44:06:432	Upload Task event uploaded for counter2
09:44:09:670	Upload Task event uploaded for counter4
09:44:13:277	Upload Task event uploaded for counter34
09:44:16:919	Upload Task event uploaded for counter45
09:44:20:128	Upload Task event uploaded for counter51
09:44:23:284	Upload Task event uploaded for counter55
09:44:26:372	Upload Task event uploaded for counter93
09:44:29:626	Upload Task event uploaded for counter94
09:44:32:688	Upload Task event uploaded for counter95
09:44:35:822	Upload Task event uploaded for counter1
09:44:38:887	Upload Task event uploaded for counter2
09:44:42:256	Upload Task event uploaded for counter4
09:44:45:443	Upload Task event uploaded for counter34
09:44:48:988	Upload Task event uploaded for counter45
09:44:52:338	Upload Task event uploaded for counter51
09:44:55:499	Upload Task event uploaded for counter55
09:44:58:593	Upload Task event uploaded for counter93
09:45:01:807	Upload Task event uploaded for counter94
09:45:05:741	Upload Task event uploaded for counter95
09:45:10:165	Upload Task event uploaded for counter1
09:45:13:596	Upload Task event uploaded for counter2
09:45:17:880	Upload Task event uploaded for counter4
09:45:21:044	Upload Task event uploaded for counter34
09:45:24:423	Upload Task event uploaded for counter45
09:45:27:560	Upload Task event uploaded for counter51
09:45:30:960	Upload Task event uploaded for counter55
09:45:34:357	Upload Task event uploaded for counter93
09:45:37:489	Upload Task event uploaded for counter94
09:45:40:897	Upload Task event uploaded for counter95
09:45:43:979	Upload Task event uploaded for counter1
09:45:47:089	Upload Task event uploaded for counter2
09:45:50:433	Upload Task event uploaded for counter4
09:45:53:471	Upload Task event uploaded for counter23
09:45:56:672	Upload Task event uploaded for counter34
09:45:59:895	Upload Task event uploaded for counter41
09:46:03:573	Upload Task event uploaded for counter45
09:46:07:067	Upload Task event uploaded for counter51
09:46:10:442	Upload Task event uploaded for counter55
09:46:13:784	Upload Task event uploaded for counter62
09:46:17:489	Upload Task event uploaded for counter93
09:46:20:824	Upload Task event uploaded for counter94
09:46:24:110	Upload Task event uploaded for counter95
09:46:27:154	Upload Task event uploaded for counter1
09:46:30:219	Upload Task event uploaded for counter2
09:46:33:272	Upload Task event uploaded for counter4
09:46:36:406	Upload Task event uploaded for counter23
09:46:39:478	Upload Task event uploaded for counter34
09:46:42:524	Upload Task event uploaded for counter41
09:46:45:562	Upload Task event uploaded for counter45
09:46:48:615	Upload Task event uploaded for counter51
09:46:51:763	Upload Task event uploaded for counter55
09:46:54:970	Upload Task event uploaded for counter62
09:46:58:145	Upload Task event uploaded for counter79
09:47:01:725	Upload Task event uploaded for counter93
09:47:05:357	Upload Task event uploaded for counter94
09:47:08:594	Upload Task event uploaded for counter95
09:47:11:700	Upload Task event uploaded for counter1
09:47:14:847	Upload Task event uploaded for counter2
09:47:17:888	Upload Task event uploaded for counter4
09:47:20:979	Upload Task event uploaded for counter23
09:47:24:207	Upload Task event uploaded for counter34
09:47:28:392	Upload Task event uploaded for counter41
09:47:32:287	Upload Task event uploaded for counter45
09:47:35:882	Upload Task event uploaded for counter51
09:47:39:010	Upload Task event uploaded for counter55
09:47:42:958	Upload Task event uploaded for counter62
09:47:46:162	Upload Task event uploaded for counter79
09:47:49:442	Upload Task event uploaded for counter84
09:47:52:893	Upload Task event uploaded for counter93
09:47:56:138	Upload Task event uploaded for counter94
09:47:59:159	Upload Task cancellation request
09:47:59:207	Upload Task completed
